;ONB;NAME;CLASS;#CALLERS
3995;142732642941;SAN_UA_RDPM_TC_DEADLINE;USER-NEW-ATTRIBUTE;1
3996;142732661541;SAN_UA_RDPM_VALIDATION_DATE_NON_PRECISE_DATE_FORMAT;USER-NEW-ATTRIBUTE;0
3997;142732859141;SAN_UA_RDPM_RES_AVAIL_TYP;USER-NEW-ATTRIBUTE;2
3998;142732859441;SAN_UA_RDPM_RES_PLAT;USER-NEW-ATTRIBUTE;25
3999;142732862141;SAN_UA_RDPM_PC_TC_RES_HEAD;USER-NEW-ATTRIBUTE;0
4000;142732869241;SAN_UA_RDPM_RES_SERV;USER-NEW-ATTRIBUTE;37
4001;142732894041;SAN_UA_RDPM_RES_TC_MANAGER;USER-NEW-ATTRIBUTE;0
4002;142733074941;SAN_UA_RDPM_ACTUAL_MONTH;USER-NEW-ATTRIBUTE;0
4003;142733075541;SAN_UA_RDPM_ACC_CAL_END_DATE;USER-NEW-ATTRIBUTE;6
4004;142733076041;SAN_UA_RDPM_ACC_CAL_START_DATE;USER-NEW-ATTRIBUTE;3
4005;142734346541;SAN_UA_RDPM_B_STORE_MANAGER;USER-NEW-ATTRIBUTE;1
4006;142734693472;SAN_RDPM_UA_RES_BACKUP;USER-NEW-ATTRIBUTE;6
4007;142734697373;SAN_UA_RDPM_ACT_S_BUILD_BLOCK_ID;USER-NEW-ATTRIBUTE;34
4008;142734708473;SAN_RDPM_UA_PJT_REASON_TERMINATION;USER-NEW-ATTRIBUTE;1
4009;142734856472;SAN_RDPM_UA_AT_B_TECH_MIL;USER-NEW-ATTRIBUTE;8
4010;142734881241;SAN_UA_CP_RES_CTR_TYP;USER-NEW-ATTRIBUTE;8
4011;142734885270;SAN_UA_RDPM_TC_NOTIF_DEADLINE;USER-NEW-ATTRIBUTE;1
4012;142735034641;SAN_UA_RDPM_RES_TC_MANAG;USER-NEW-ATTRIBUTE;1
4013;142735035541;SAN_UA_RDPM_RES_PERC_ALLOC;USER-NEW-ATTRIBUTE;9
4014;142735035841;SAN_UA_RDPM_RES_PERC_CONTR;USER-NEW-ATTRIBUTE;9
4015;142735036441;SAN_UA_RDPM_RES_POS_NUM;USER-NEW-ATTRIBUTE;3
4016;142735036741;SAN_UA_RDPM_RES_EMPL_NUM;USER-NEW-ATTRIBUTE;31
4017;142735037441;SAN_UA_RDPM_RES_OPEN;USER-NEW-ATTRIBUTE;32
4018;142735154941;SAN_UA_RDPM_RES_PERC_DIRECT;USER-NEW-ATTRIBUTE;14
4019;142735284841;SAN_UA_RDPM_SKIL_PERCT_DIRECT;USER-NEW-ATTRIBUTE;3
4020;142735373241;SAN_UA_B_GROUP_TO_DELIVER;USER-NEW-ATTRIBUTE;0
4021;142735468541;SAN_RDPM_B_RND_PHARMA_PROJECT;USER-NEW-ATTRIBUTE;173
4022;142735468841;SAN_RDPM_B_RND_VACCINES_PROJECT;USER-NEW-ATTRIBUTE;137
4023;142735858473;SAN_RDPM_UA_AT_B_BUILD_BLOCK;USER-NEW-ATTRIBUTE;75
4024;142736154141;SAN_RDPM_UT_RES_REC_STAT;USER-NEW-ATTRIBUTE;6
4025;142736291741;SAN_RDPM_RES_ROLE_TYPE;USER-NEW-ATTRIBUTE;2
4026;142736336641;SAN_UA_RDPM_B_RESOURCE_UPDATED;USER-NEW-ATTRIBUTE;0
4027;142736346641;SAN_UA_RDPM_RES_AVAIL_SD;USER-NEW-ATTRIBUTE;1
4028;142736466741;SAN_UA_RDPM_RES_AVAIL_PCT;USER-NEW-ATTRIBUTE;2
4029;142736469841;SAN_UA_RDPM_RES_PERC_AVAIL;USER-NEW-ATTRIBUTE;11
4030;142736471241;SAN_UA_RDPM_RES_AVAIL_FD;USER-NEW-ATTRIBUTE;1
4031;142736473541;SAN_UA_RDPM_RES_BUILDING;USER-NEW-ATTRIBUTE;0
4032;142736599941;SAN_RDPM_RES_TYP_REP;USER-NEW-ATTRIBUTE;1
4033;142736601041;SAN_RDPM_UA_RES_REC_TYP;USER-NEW-ATTRIBUTE;2
4034;142736605541;SAN_UA_RDPM_RES_OPER;USER-NEW-ATTRIBUTE;43
4035;142736734041;SAN_RDPM_RES_B_EXCL_HEAD;USER-NEW-ATTRIBUTE;6
4036;142736734841;SAN_RDPM_RES_S_WORK_DAY_REF;USER-NEW-ATTRIBUTE;25
4037;142736735141;SAN_RDPM_B_RES_SIMU;USER-NEW-ATTRIBUTE;29
4038;142736741241;SAN_AL_RDPM_RES_LAST_GEN;USER-NEW-ATTRIBUTE;6
4039;142736747241;SAN_UA_RDPM_RES_TYP;USER-NEW-ATTRIBUTE;131
4040;142736763041;SAN_RDPM_RES_QUANT;USER-NEW-ATTRIBUTE;4
4041;142736763841;SAN_RDPM_RES_THER_AREA;USER-NEW-ATTRIBUTE;1
4042;142736767441;SAN_UA_RDPM_SKIL_S_OPERA;USER-NEW-ATTRIBUTE;3
4043;142736847741;SAN_UA_RES_DISPLAY_INACTIVE;USER-NEW-ATTRIBUTE;12
4044;142736868941;SAN_RDPM_RES_BAS_ENTITY;USER-NEW-ATTRIBUTE;15
4045;142737253141;SAN_RDPM_UA_TYPE_MOV_IN;USER-NEW-ATTRIBUTE;1
4046;142737253441;SAN_RDPM_UA_TYPE_MOV_OUT;USER-NEW-ATTRIBUTE;1
4047;142737253741;SAN_RDPM_UA_TYPE_MOV_EXT;USER-NEW-ATTRIBUTE;1
4048;142737255441;SAN_RDPM_UA_S_TYP_MOV_IN;USER-NEW-ATTRIBUTE;9
4049;142737255941;SAN_RDPM_UA_S_TYP_MOV_OUT;USER-NEW-ATTRIBUTE;7
4050;142737281541;SAN_UA_RDPM_RES_END_DATE_REQ;USER-NEW-ATTRIBUTE;2
4051;142737283941;SAN_UA_RDPM_RES_CTR_TYP;USER-NEW-ATTRIBUTE;42
4052;142737295641;SAN_RDPM_UA_RES_MOVE_REASON;USER-NEW-ATTRIBUTE;10
4053;142737307141;SAN_RDPM_UA_TYPE_MOV_SHARED;USER-NEW-ATTRIBUTE;1
4054;142737307441;SAN_RDPM_UA_RES_SHARED;USER-NEW-ATTRIBUTE;4
4055;142737351341;SAN_UA_RDPM_RES_BU;USER-NEW-ATTRIBUTE;23
4056;142737351841;SAN_UA_RDPM_RES_FUNCTION;USER-NEW-ATTRIBUTE;2
4057;142737788141;SAN_UA_RDPM_RES_SENT_NOTIFW;USER-NEW-ATTRIBUTE;1
4058;142738289341;SAN_UA_RDPM_B_TC_LIST_RES_PHARMA;USER-NEW-ATTRIBUTE;1
4059;142738291541;SAN_UA_RDPM_B_TC_LIST_RES_PASTEUR;USER-NEW-ATTRIBUTE;1
4060;142738292241;SAN_UA_RDPM_B_TC_REPORT_PHARMA_FILTER;USER-NEW-ATTRIBUTE;0
4061;142738293541;SAN_UA_RDPM_B_TC_REPORT_PASTEUR_FILTER;USER-NEW-ATTRIBUTE;0
4062;142738520741;SAN_UA_RDMP_RES_HEADCOUNT_SD;USER-NEW-ATTRIBUTE;2
4063;142738521041;SAN_UA_RDMP_RES_HEADCOUNT_ED;USER-NEW-ATTRIBUTE;1
4064;142738699872;SAN_UA_RDPM_RES_TYP_PAST;USER-NEW-ATTRIBUTE;93
4065;142738700172;SAN_UA_RDPM_RES_TYP_PHAR;USER-NEW-ATTRIBUTE;93
4066;142738701070;SAN_RDPM_S_RES_HIR_MANAG;USER-NEW-ATTRIBUTE;8
4067;142738806372;SAN_RDPM_UA_PM_PRJ_PORT;USER-NEW-ATTRIBUTE;22
4068;142738842773;SAN_RDPM_UA_LOC_S_CAL;USER-NEW-ATTRIBUTE;2
4069;142738843073;SAN_RDPM_UA_LOC_COST_UNIT;USER-NEW-ATTRIBUTE;1
4070;142738893973;SAN_UA_RDPM_ACT_S_FUNC_WORKPACK;USER-NEW-ATTRIBUTE;4
4071;142738894273;SAN_UA_RDPM_ACT_S_TSK_ACTOR;USER-NEW-ATTRIBUTE;0
4072;142738894573;SAN_UA_RDPM_ACT_S_DOC_ID_NB;USER-NEW-ATTRIBUTE;0
4073;142738990270;SAN_UA_RDMP_INNOVATION_STATUS;USER-NEW-ATTRIBUTE;2
4074;143363918241;SAN_UA_RDPM_B_IS_RD_RES;USER-NEW-ATTRIBUTE;4
4075;143364476870;SAN_UA_RDPM_B_TC_BY_VAL_DATE_FILT;USER-NEW-ATTRIBUTE;0
4076;143364519170;SAN_RDPM_UA_DEPARTMENT;USER-NEW-ATTRIBUTE;2
4077;143364520270;SAN_RDPM_UA_PLATFORM;USER-NEW-ATTRIBUTE;3
4078;143364520570;SAN_RDPM_UA_PRIM_SKILL;USER-NEW-ATTRIBUTE;0
4079;143364521370;SAN_RDPM_UA_SERVICE;USER-NEW-ATTRIBUTE;0
4080;143364521670;SAN_RDPM_UA_SKILLS;USER-NEW-ATTRIBUTE;0
4081;143364521970;SAN_RDPM_UA_TC_MAN_EMAIL;USER-NEW-ATTRIBUTE;0
4082;143364522970;SAN_RDPM_UA_TODAY_AVAIL_TYPE;USER-NEW-ATTRIBUTE;0
4083;143364529670;SAN_RDPM_UA_RES_SITE;USER-NEW-ATTRIBUTE;0
4084;143364619072;SAN_RDPM_UA_RES_ENT_TYP;USER-NEW-ATTRIBUTE;37
4085;143364619372;SAN_RDPM_UA_RES_DEP_GRP;USER-NEW-ATTRIBUTE;7
4086;143364624371;SAN_RDPM_UA_FRANCHISE;USER-NEW-ATTRIBUTE;26
4087;143364624671;SAN_RDPM_UA_EBINDER;USER-NEW-ATTRIBUTE;1
4088;143364714772;SAN_RDPM_UA_ACT_S_NAT_ACT;USER-NEW-ATTRIBUTE;3
4089;143364761172;SAN_RDPM_UA_LK_NOTEPAD;USER-NEW-ATTRIBUTE;0
4090;143364822473;SAN_RDPM_UA_ACT_B_OPL_DRIVING;USER-NEW-ATTRIBUTE;15
4091;143364852274;SAN_UA_RDPM_NETWORK_ID;USER-NEW-ATTRIBUTE;20
4092;143364892770;SAN_RDPM_UA_B_RESOURCES_PHARMA_TABLE_STYLE_FILTER;USER-NEW-ATTRIBUTE;0
4093;143364901070;SAN_RDPM_UA_B_RESOURCES_VACCINES_TABLE_STYLE_FILTER;USER-NEW-ATTRIBUTE;0
4094;143364922170;SAN_RDPM_B_END_DATE_APPROACHING;USER-NEW-ATTRIBUTE;0
4095;143364938070;SAN_UA_RDPM_DISP_OPEN;USER-NEW-ATTRIBUTE;4
4096;143364938370;SAN_UA_RDPM_DISP_SIMULATION;USER-NEW-ATTRIBUTE;4
4097;143364973370;SAN_UA_RDPM_OPERATIONALITY;USER-NEW-ATTRIBUTE;13
4098;143364977570;SAN_UA_RDPM_OPERATIONALITY;USER-NEW-ATTRIBUTE;13
4099;143365013274;SAN_UA_S_RES_FORM_TYPE;USER-NEW-ATTRIBUTE;11
4100;143365013574;SAN_UA_S_RES_FORM_TYPE_CALC;USER-NEW-ATTRIBUTE;1
4101;143365844873;SAN_RDPM_UA_ACT_B_OPL;USER-NEW-ATTRIBUTE;41
4102;143365845173;SAN_RDPM_UA_ACT_B_PRJL;USER-NEW-ATTRIBUTE;59
4103;143370316970;SAN_UA_RDPM_RES_CTR_TYP;USER-NEW-ATTRIBUTE;42
4104;143370317270;SAN_RDPM_RES_BAS_ENTITY;USER-NEW-ATTRIBUTE;15
4105;143370343572;SAN_RDPM_UA_CP_TC_PORT_CHOICE;USER-NEW-ATTRIBUTE;36
4106;143370400170;SAN_RDPM_UA_ACT_DEFINITION;USER-NEW-ATTRIBUTE;1
4107;143370400470;SAN_RDPM_UA_PRJ_PORTFOLIO;USER-NEW-ATTRIBUTE;0
4108;143370433570;SAN_UA_PROJ_PORTF_L2;USER-NEW-ATTRIBUTE;2
4109;143374953173;SAN_RDPM_UA_CAL_B_RESOURCE;USER-NEW-ATTRIBUTE;0
4110;143394083373;SAN_RDPM_UA_LOC_S_OVT_CAL;USER-NEW-ATTRIBUTE;2
4111;143436675343;SAN_UA_S_ROOT_PRODUCT;USER-NEW-ATTRIBUTE;3
4112;143480091243;SAN_UA_S_OTHER_PRODUCTS;USER-NEW-ATTRIBUTE;1
4113;143483988773;SAN_RDPM_UA_LK_S_TYPE;USER-NEW-ATTRIBUTE;1
4114;143483995273;SAN_RDPM_UA_OC_B_HIDE_PL_PL_LK;USER-NEW-ATTRIBUTE;2
4115;143483995573;SAN_RDPM_UA_OC_B_HIDE_PL_OL_LK;USER-NEW-ATTRIBUTE;2
4116;143483995873;SAN_RDPM_UA_OC_B_HIDE_OL_OL_LK;USER-NEW-ATTRIBUTE;2
4117;143483997973;SAN_RDPM_UA_LK_B_GANTT_FILTER;USER-NEW-ATTRIBUTE;0
4118;143483999071;SAN_RDPM_UA_B_KMS;USER-NEW-ATTRIBUTE;10
4119;143483999871;SAN_RDPM_UA_B_KMS_ACT;USER-NEW-ATTRIBUTE;8
4120;143484002473;SAN_UA_ACT_STUDY_CODE;USER-NEW-ATTRIBUTE;93
4121;143484002973;SAN_UA_ACT_STUDY_GROUP;USER-NEW-ATTRIBUTE;63
4122;143484003273;SAN_UA_ACT_STUDY_PHASE;USER-NEW-ATTRIBUTE;66
4123;143484003573;SAN_UA_ACT_B_IN_HUMAN;USER-NEW-ATTRIBUTE;65
4124;143484004073;SAN_UA_ACT_B_PATIENT_STUDY;USER-NEW-ATTRIBUTE;6
4125;143484006071;SAN_UA_RDPM_B_CRITICAL;USER-NEW-ATTRIBUTE;1
4126;143484006371;SAN_RDPM_UA_B_RISK_DELAY;USER-NEW-ATTRIBUTE;4
4127;143484008471;SAN_RDPM_UA_FUNCTION;USER-NEW-ATTRIBUTE;4
4128;143484010473;SAN_RDPM_UA_ACT_B_CONTAIN_ACTUALS;USER-NEW-ATTRIBUTE;1
4129;143484014174;SAN_RDPM_UA_OC_S_MONTHLY_BASELINE_NAME;USER-NEW-ATTRIBUTE;47
4130;143484014471;SAN_RDPM_UA_DPT_GRPING;USER-NEW-ATTRIBUTE;1
4131;143484014971;SAN_RDPM_UA_PLATFORM;USER-NEW-ATTRIBUTE;3
4132;143484021571;SAN_RDPM_UA_DEVIATION_ROOT_CAUSE;USER-NEW-ATTRIBUTE;2
4133;143484022271;SAN_RDPM_UA_KMS_COMMENTS;USER-NEW-ATTRIBUTE;4
4134;143484024771;SAN_RDPM_UA_TO_BE_APPROVED_BY;USER-NEW-ATTRIBUTE;0
4135;143484136472;SAN_RDPM_UA_B_CTP_EXCH_PHAR;USER-NEW-ATTRIBUTE;3
4136;143484136572;SAN_RDPM_UA_B_CTP_PTC_PHAR;USER-NEW-ATTRIBUTE;3
4137;143484136672;SAN_RDPM_UA_B_CTP_PTC_VACC;USER-NEW-ATTRIBUTE;2
4138;143484136772;SAN_RDPM_UA_B_CTP_EXCH_VACC;USER-NEW-ATTRIBUTE;3
4139;143484174070;SAN_RDPM_UA_B_APAO_PROJ;USER-NEW-ATTRIBUTE;3
4140;143484174370;SAN_RDPM_UA_APAO_PROJ_LIST;USER-NEW-ATTRIBUTE;3
4141;143484174670;SAN_RDPM_UA_B_APAO_PROJ;USER-NEW-ATTRIBUTE;3
4142;143484174970;SAN_RDPM_UA_APAO_PROJ_LIST;USER-NEW-ATTRIBUTE;3
4143;143484182972;SAN_RDPM_UA_B_TC_ABS;USER-NEW-ATTRIBUTE;7
4144;143484195070;SAN_RDPM_UA_S_PRODUCT_DESC;USER-NEW-ATTRIBUTE;0
4145;143484195370;SAN_RDPM_UA_S_PRODUCT_USE;USER-NEW-ATTRIBUTE;0
4146;143484235770;SAN_RDPM_UA_NP_PHARMA_VAR_ANAL;USER-NEW-ATTRIBUTE;3
4147;143484236370;SAN_RDPM_UA_S_PHARMA_START_DEF;USER-NEW-ATTRIBUTE;0
4148;143484236670;SAN_RDPM_UA_S_PHARMA_END_DEF;USER-NEW-ATTRIBUTE;0
4149;143484236970;SAN_RDPM_UA_S_PHARMA_LEADER;USER-NEW-ATTRIBUTE;47
4150;143484237270;SAN_RDPM_UA_S_PHARMA_NICKNAME;USER-NEW-ATTRIBUTE;3
4151;143484237570;SAN_RDPM_UA_S_PHARMA_EXT_CODE;USER-NEW-ATTRIBUTE;64
4152;143484237870;SAN_RDPM_UA_S_PHARMA_FREE_FIELD_REP_1;USER-NEW-ATTRIBUTE;0
4153;143484238170;SAN_RDPM_UA_S_PHARMA_FREE_FIELD_REP_2;USER-NEW-ATTRIBUTE;0
4154;143484238470;SAN_RDPM_UA_S_PHARMA_FREE_FIELD_REP_3;USER-NEW-ATTRIBUTE;0
4155;143484238770;SAN_RDPM_UA_S_PHARMA_FREE_FIELD_REP_4;USER-NEW-ATTRIBUTE;0
4156;143484242170;SAN_RDPM_UA_S_DEFINITION;USER-NEW-ATTRIBUTE;1
4157;143484570941;SAN_RDPM_UA_RD_PROJECT;USER-NEW-ATTRIBUTE;12
4158;143484621273;SAN_RDPM_UA_B_OBS_BUDGET_OWNER;USER-NEW-ATTRIBUTE;2
4159;143484622373;SAN_RDPM_UA_ACT_OBS_BUDGET_OWNER;USER-NEW-ATTRIBUTE;3
4160;143484638373;SAN_RDPM_UA_ACT_BPS_INDICATION_STATUS;USER-NEW-ATTRIBUTE;9
4161;143484697571;SAN_RDPM_UA_LK_S_PRED_NAT;USER-NEW-ATTRIBUTE;2
4162;143484698271;SAN_RDPM_UA_LK_S_SUCC_NAT;USER-NEW-ATTRIBUTE;2
4163;143484698571;SAN_RDPM_UA_LK_S_PRED_TYPE;USER-NEW-ATTRIBUTE;5
4164;143484698871;SAN_RDPM_UA_LK_S_SUCC_TYPE;USER-NEW-ATTRIBUTE;5
4165;143484716471;SAN_RDPM_UA_DEVELOPMENT_OBJECTIVE;USER-NEW-ATTRIBUTE;3
4166;143484723071;SAN_RDPM_UA_INDICATION_NUMBER;USER-NEW-ATTRIBUTE;5
4167;143484725871;SAN_RDPM_UA_PARTNER_PROD_CODE;USER-NEW-ATTRIBUTE;26
4168;143484726171;SAN_RDPM_UA_S_MOA;USER-NEW-ATTRIBUTE;68
4169;143484727971;SAN_RDPM_UA_S_BRAND_NAME;USER-NEW-ATTRIBUTE;4
4170;143484739271;SAN_RDPM_UA_PROJECT_CATEGORY;USER-NEW-ATTRIBUTE;72
4171;143484746771;SAN_RDPM_UA_ACT_PRIORITY_VALUE;USER-NEW-ATTRIBUTE;6
4172;143484749870;SAN_RDPM_UA_PROJ_SUB_CATEGORY;USER-NEW-ATTRIBUTE;1
4173;143484756170;SAN_RDPM_UA_MOLECULE_SUB_TYPE;USER-NEW-ATTRIBUTE;65
4174;143484771770;SAN_RDPM_UA_PROJ_MOLECULE_TYPE;USER-NEW-ATTRIBUTE;4
4175;143484790670;SAN_RDPM_UA_ORIGIN_OF_NME;USER-NEW-ATTRIBUTE;26
4176;143484805570;SAN_RDPM_UA_PROJECT_PHASE;USER-NEW-ATTRIBUTE;27
4177;143484829970;SAN_RDPM_UA_B_PAST_ACTIVITY;USER-NEW-ATTRIBUTE;4
4178;143484837070;SAN_RDPM_UA_B_BLOCK_STUDY_CREATION_DATE;USER-NEW-ATTRIBUTE;3
4179;143484837370;SAN_RDPM_UA_B_BLOCK_STUDY_CREATED_LAST_MONTH;USER-NEW-ATTRIBUTE;1
4180;143484876272;SAN_RDPM_CT_NTP_WORK_OBS;USER-NEW-ATTRIBUTE;5
4181;143484882172;SAN_RDPM_ACT_S_OBS_WORKSPACE;USER-NEW-ATTRIBUTE;1
4182;143485550270;SAN_RDPM_UA_MIN_CAL_FLOAT_PRED_TASKS_TECH_MILESTONE;USER-NEW-ATTRIBUTE;2
4183;143485552541;SAN_UA_RDPM_RES_OP_SERV;USER-NEW-ATTRIBUTE;8
4184;143485555541;SAN_UA_RDPM_RES_SERV_FIN_CODE;USER-NEW-ATTRIBUTE;10
4185;143485556241;SAN_UA_RDPM_RES_DEP_FIN_CODE;USER-NEW-ATTRIBUTE;5
4186;143485556741;SAN_UA_RDPM_RES_FUN_FIN_CODE;USER-NEW-ATTRIBUTE;0
4187;143485557241;SAN_UA_RDPM_RES_BU_FIN_CODE;USER-NEW-ATTRIBUTE;0
4188;143485557741;SAN_UA_RDPM_RES_LE_FIN_CODE;USER-NEW-ATTRIBUTE;0
4189;143485558241;SAN_UA_RDPM_RES_OP_SERV_DESC;USER-NEW-ATTRIBUTE;0
4190;143485558541;SAN_UA_RDPM_RES_SERV_DESC;USER-NEW-ATTRIBUTE;3
4191;143485559041;SAN_UA_RDPM_RES_DEP_DESC;USER-NEW-ATTRIBUTE;11
4192;143485559541;SAN_UA_RDPM_RES_FUNCT_DESC;USER-NEW-ATTRIBUTE;0
4193;143485560041;SAN_UA_RDPM_RES_BU_DESC;USER-NEW-ATTRIBUTE;7
4194;143485560541;SAN_UA_RDPM_RES_LE_DESC;USER-NEW-ATTRIBUTE;0
4195;143485561041;SAN_UA_RDPM_RES_OP_DEP_DESC;USER-NEW-ATTRIBUTE;0
4196;143485561341;SAN_UA_RDPM_RES_OP_SERV_FIN_CODE;USER-NEW-ATTRIBUTE;0
4197;143485561641;SAN_UA_RDPM_RES_OP_DEP_FIN_CODE;USER-NEW-ATTRIBUTE;0
4198;143485579570;SAN_RDPM_UA_PHARMA_PROJECT_PHASE;USER-NEW-ATTRIBUTE;5
4199;143485579870;SAN_RDPM_UA_VACCINES_PROJECT_PHASE;USER-NEW-ATTRIBUTE;5
4200;143485653674;SAN_RDPM_UA_B_YEARLY_EXIST;USER-NEW-ATTRIBUTE;6
4201;143485660974;SAN_RDPM_UA_S_M_2_MONTHLY;USER-NEW-ATTRIBUTE;1
4202;143485661474;SAN_RDPM_UA_S_M_1_MONTHLY;USER-NEW-ATTRIBUTE;1
4203;143485661974;SAN_RDPM_UA_S_LAST_MONTHLY;USER-NEW-ATTRIBUTE;1
4204;143485728771;SAN_RDPM_UA_OBJECTIVE;USER-NEW-ATTRIBUTE;14
4205;143485729071;SAN_RDPM_UA_S_COMMENT_RD_PIPELINE;USER-NEW-ATTRIBUTE;2
4206;143485729371;SAN_RDPM_UA_PROJECT_SITE;USER-NEW-ATTRIBUTE;10
4207;143485729671;SAN_RDPM_UA_D_ENTERING_DATE_PREDEV;USER-NEW-ATTRIBUTE;2
4208;143485729971;SAN_RDPM_UA_D_EXITING_DATE_PREDEV;USER-NEW-ATTRIBUTE;2
4209;143485730271;SAN_RDPM_UA_D_ENTERING_DATE_DEV;USER-NEW-ATTRIBUTE;2
4210;143485730571;SAN_RDPM_UA_D_EXITING_DATE_DEV;USER-NEW-ATTRIBUTE;2
4211;143485730871;SAN_RDPM_UA_S_ADDITIONAL_COMMS_TERMINATION;USER-NEW-ATTRIBUTE;2
4212;143485731171;SAN_RDPM_UA_S_ANTIGEN;USER-NEW-ATTRIBUTE;0
4213;143485734871;SAN_RDPM_UA_VACCINE_TYPE;USER-NEW-ATTRIBUTE;1
4214;143485742571;SAN_RDPM_UA_GEOGRAPHICAL_TARGET;USER-NEW-ATTRIBUTE;0
4215;143485762172;SAN_RDPM_UA_N_SR;USER-NEW-ATTRIBUTE;17
4216;143485765171;SAN_RDPM_UA_PATHOGEN;USER-NEW-ATTRIBUTE;0
4217;143485770271;SAN_RDPM_UA_S_KPI;USER-NEW-ATTRIBUTE;6
4218;143485770571;SAN_RDPM_UA_S_KPI_DESC;USER-NEW-ATTRIBUTE;0
4219;143485770971;SAN_RDPM_UA_PRTF_MAIN;USER-NEW-ATTRIBUTE;6
4220;143485833172;SAN_RDPM_UA_ACT_N_PRP;USER-NEW-ATTRIBUTE;2
4221;143485863672;SAN_RDPM_UA_ACT_N_SRPOC;USER-NEW-ATTRIBUTE;2
4222;143485863972;SAN_RDPM_UA_ACT_N_POSPOC;USER-NEW-ATTRIBUTE;3
4223;143485864672;SAN_RDPM_UA_ACT_N_POTS;USER-NEW-ATTRIBUTE;5
4224;143486279771;SAN_RDPM_UA_S_PROG_STATUS;USER-NEW-ATTRIBUTE;2
4225;143486281571;SAN_RDPM_UA_S_PROG_COMPL_STATUS;USER-NEW-ATTRIBUTE;1
4226;143486284371;SAN_RDPM_UA_LINKED_TO_KMS;USER-NEW-ATTRIBUTE;3
4227;143486305071;SAN_RDPM_UA_KMS_NUMBER;USER-NEW-ATTRIBUTE;0
4228;143486335771;SAN_RDPM_UA_B_YEARLY_EXIST;USER-NEW-ATTRIBUTE;6
4229;143486378971;SAN_RDPM_UA_YEARLY_BL_START_DATE;USER-NEW-ATTRIBUTE;20
4230;143486403770;SAN_UA_RDPM_B_DEACTIVE_TC_ACCESS;USER-NEW-ATTRIBUTE;2
4231;143486443670;SAN_RDPM_UA_VACC_PROJ_CAT;USER-NEW-ATTRIBUTE;30
4232;143486443970;SAN_RDPM_UA_VACC_PROJ_SUB_CAT;USER-NEW-ATTRIBUTE;32
4233;143486457170;SAN_RDPM_UA_VACC_ADMIN_ROUTE;USER-NEW-ATTRIBUTE;0
4234;143486472170;SAN_RDPM_UA_VACC_CUSTOMIZED_PROJECT;USER-NEW-ATTRIBUTE;1
4235;143487335771;SAN_RDPM_UA_D_BL1_SD;USER-NEW-ATTRIBUTE;3
4236;143487336071;SAN_RDPM_UA_ED_BL1_FD;USER-NEW-ATTRIBUTE;2
4237;143487336371;SAN_RDPM_UA_DU_BL1_DURATION;USER-NEW-ATTRIBUTE;1
4238;143487336671;SAN_RDPM_UA_D_BL2_SD;USER-NEW-ATTRIBUTE;3
4239;143487336971;SAN_RDPM_UA_ED_BL2_FD;USER-NEW-ATTRIBUTE;0
4240;143487337271;SAN_RDPM_UA_DU_BL2_DURATION;USER-NEW-ATTRIBUTE;0
4241;143488003572;SAN_RDPM_UA_PRJ_FINCL_DATE;USER-NEW-ATTRIBUTE;1
4242;143488100272;SAN_RDPM_UA_D_PRIO_DAT;USER-NEW-ATTRIBUTE;0
4243;143488102872;SAN_RDPM_UA_SR_POTS_SR;USER-NEW-ATTRIBUTE;2
4244;143488103172;SAN_RDPM_UA_SR_DRIVERS;USER-NEW-ATTRIBUTE;0
4245;143488103472;SAN_RDPM_UA_SR_DIFF_PREVAL;USER-NEW-ATTRIBUTE;1
4246;143488103772;SAN_RDPM_UA_SR_PHAS1_SR;USER-NEW-ATTRIBUTE;1
4247;143488104272;SAN_RDPM_UA_SR_PHAS3_SR;USER-NEW-ATTRIBUTE;1
4248;143488104772;SAN_RDPM_UA_SR_PHAS2_SR;USER-NEW-ATTRIBUTE;1
4249;143488105272;SAN_RDPM_UA_SR_REGIST_S2;USER-NEW-ATTRIBUTE;1
4250;143488105772;SAN_RDPM_UA_SR_PRECL_SR;USER-NEW-ATTRIBUTE;1
4251;143488132971;SAN_RDPM_UA_YEARLY_BL_FINISH_DATE;USER-NEW-ATTRIBUTE;21
4252;143488133271;SAN_RDPM_UA_S_YEARLY_BL_MONTH;USER-NEW-ATTRIBUTE;0
4253;143488133571;SAN_RDPM_UA_S_YEARLY_BL_QUARTER;USER-NEW-ATTRIBUTE;0
4254;143488133871;SAN_RDPM_UA_S_YEARLY_BL_YEAR;USER-NEW-ATTRIBUTE;0
4255;143488590172;SAN_RDPM_UA_COMP_S_COMPANY;USER-NEW-ATTRIBUTE;0
4256;143488590472;SAN_RDPM_UA_COMP_PROD_NAME;USER-NEW-ATTRIBUTE;0
4257;143488590772;SAN_RDPM_UA_COMP_PHASE;USER-NEW-ATTRIBUTE;1
4258;143488591072;SAN_RDPM_UA_COMP_COMMENT;USER-NEW-ATTRIBUTE;0
4259;143488839571;SAN_RDPM_UA_S_PREVIOUS_MONTHLY_BL_NAME;USER-NEW-ATTRIBUTE;3
4260;143488839871;SAN_RDPM_UA_PREVIOUS_MONTHLY_BL_FINISH_DATE;USER-NEW-ATTRIBUTE;2
4261;143488842871;SAN_RDPM_UA_B_RISK_DELAY_DKM;USER-NEW-ATTRIBUTE;0
4262;143491573772;SAN_RDPM_UA_SR_LASTONB;USER-NEW-ATTRIBUTE;2
